work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024.0,MI,FT,Data Analyst,90000.0,US,100.0,US,M
2021.0,EN,FT,Data Scientist,100000.0,US,0.0,US,S
2021.0,SE,FT,Computer Vision Engineer,160786.308902044,BR,100.0,BR,M
2021.0,MI,FT,Applied Machine Learning Scientist,38400.0,VN,100.0,US,M
2021.0,MI,FT,Data Scientist,82500.0,US,100.0,US,S
2024.0,EN,FT,Data Scientist,49646.0,FR,0.0,FR,M
2021.0,SE,FT,Lead Data Scientist,40570.0,IN,50.0,IN,L
2021.0,EN,FT,Machine Learning Engineer,20000.0,IN,0.0,IN,S
2021.0,SE,FT,Machine Learning Scientist,120000.0,US,0.0,US,S
2021.0,EN,FT,Applied Data Scientist,110037.0,GB,0.0,GB,L
2024.0,EN,FT,Data Analyst,50000.0,US,100.0,US,M
2021.0,SE,FT,Principal Data Engineer,200000.0,US,100.0,US,M
2024.0,MI,FT,Big Data Engineer,160786.308902044,ES,50.0,RO,M
2021.0,MI,FT,Data Engineer,200000.0,US,100.0,US,L
2021.0,EN,FT,Unknown,100000.0,IQ,50.0,IQ,S
2021.0,MI,FT,Data Engineer,100000.0,US,100.0,US,L
2021.0,SE,FT,Machine Learning Engineer,160786.308902044,BE,50.0,BE,M
2021.0,MI,FT,Research Scientist,62649.0,FR,50.0,FR,M
2021.0,MI,FT,Data Engineer,82528.0,GB,100.0,GB,L
2021.0,MI,FT,Data Architect,170000.0,US,100.0,US,L
2021.0,MI,FT,Data Architect,150000.0,US,100.0,US,L
2021.0,Unknown,FT,BI Data Analyst,55000.0,US,50.0,US,S
2021.0,EX,FT,Data Scientist,250000.0,US,0.0,US,L
2021.0,EN,FT,Data Engineer,80000.0,US,100.0,US,L
2021.0,EX,FT,Unknown,130026.0,DE,50.0,DE,M
2021.0,EN,FT,Data Scientist,63831.0,DE,50.0,DE,L
2024.0,EX,FT,Data Scientist,85000.0,RU,0.0,Unknown,M
2021.0,EX,FT,Head of Data,230000.0,RU,50.0,RU,L
2021.0,EN,FT,Machine Learning Engineer,125000.0,US,100.0,US,S
2021.0,SE,FT,Data Analytics Manager,120000.0,US,100.0,US,M
2021.0,SE,FT,Data Scientist,127221.0,CA,50.0,CA,L
2021.0,SE,FT,Data Scientist,144000.0,US,100.0,US,M
2021.0,MI,FT,Data Scientist,160786.308902044,CA,100.0,CA,L
2021.0,SE,FT,Data Engineer,153000.0,US,100.0,US,L
2021.0,MI,FT,Data Engineer,90000.0,US,100.0,US,L
2021.0,EN,FT,Data Analyst,90000.0,US,100.0,US,S
2021.0,EN,FT,Data Analyst,60000.0,US,100.0,Unknown,S
2021.0,MI,FT,Data Scientist,50000.0,NG,100.0,NG,L
2021.0,MI,CT,Machine Learning Engineer,270000.0,US,100.0,US,L
2021.0,MI,FT,Applied Data Scientist,54238.0,GB,50.0,CA,L
2021.0,MI,FT,Machine Learning Engineer,47282.0,ES,100.0,ES,S
2021.0,EX,FT,Data Scientist,153667.0,IT,100.0,PL,L
2021.0,MI,FT,Unknown,28476.0,PL,100.0,PL,L
2021.0,MI,FT,Data Analytics Engineer,110000.0,US,100.0,US,L
2021.0,EN,FT,Research Scientist,82528.0,GB,50.0,GB,L
2021.0,EN,FT,Data Analyst,59102.0,FR,50.0,FR,M
2021.0,SE,FT,Data Analyst,80000.0,BG,100.0,US,M
2021.0,MI,FT,Data Engineer,160786.308902044,US,100.0,US,L
2021.0,SE,FT,Data Analytics Engineer,79197.0,DE,100.0,DE,L
2021.0,SE,FT,Lead Data Analyst,170000.0,US,100.0,US,L
2021.0,EN,FT,Data Analyst,80000.0,US,100.0,US,M
2021.0,MI,FT,BI Data Analyst,100000.0,US,100.0,US,M
2024.0,SE,FT,Unknown,53192.0,FR,50.0,Unknown,L
2021.0,Unknown,FT,Head of Data,235000.0,US,100.0,US,L
2021.0,EN,FT,Machine Learning Scientist,225000.0,US,100.0,US,L
2021.0,EN,FT,Data Scientist,76833.0,DE,100.0,DE,S
2021.0,SE,FT,Marketing Data Analyst,88654.0,GR,100.0,DK,L
2021.0,SE,FT,Lead Data Engineer,103160.0,GB,100.0,GB,S
2021.0,SE,FT,Data Engineer,113476.0,GB,100.0,GB,M
2021.0,SE,FT,Machine Learning Engineer,94564.0,DE,50.0,DE,L
2021.0,EN,FT,Data Engineer,30428.0,IN,100.0,IN,L
2021.0,SE,FT,Data Engineer,150000.0,US,100.0,US,M
2021.0,SE,FT,Data Engineer,115000.0,US,100.0,US,S
2021.0,MI,FT,Research Scientist,187442.0,CA,100.0,CA,L
2021.0,MI,FT,Data Analyst,51519.0,GB,50.0,Unknown,L
2021.0,Unknown,FT,BI Data Analyst,160786.308902044,HU,50.0,US,L
2021.0,SE,FT,Data Engineer,150000.0,US,100.0,US,L
2021.0,MI,FT,Computer Vision Software Engineer,95746.0,DE,100.0,US,M
2021.0,EN,FT,Computer Vision Software Engineer,70000.0,US,100.0,US,M
2021.0,MI,FT,Cloud Data Engineer,89294.0,SG,50.0,SG,L
2021.0,EN,FT,Data Scientist,29751.0,IN,50.0,IN,L
2021.0,SE,FT,Lead Data Engineer,276000.0,US,0.0,US,L
2021.0,SE,FT,Cloud Data Engineer,160000.0,BR,100.0,US,S
2021.0,SE,FT,Data Engineer,174000.0,US,100.0,US,L
2021.0,MI,FT,Data Analyst,93000.0,US,100.0,US,L
2021.0,EN,FT,Data Scientist,28399.0,IN,100.0,IN,M
2021.0,SE,FT,Research Scientist,60757.0,PT,50.0,PT,L
2021.0,EN,FT,Data Scientist,90000.0,US,100.0,US,S
2021.0,SE,FT,Principal Data Analyst,170000.0,US,100.0,US,M
2021.0,SE,FT,Data Engineer,96282.0,GB,0.0,GB,L
2021.0,EN,FT,Data Scientist,36643.0,FR,50.0,FR,L
2021.0,MI,FT,Data Engineer,72212.0,GB,50.0,GB,M
2021.0,SE,FT,Big Data Architect,99703.0,CA,50.0,CA,M
2021.0,SE,FT,Data Scientist,165000.0,US,100.0,US,L
2021.0,MI,FT,Data Analyst,80000.0,US,100.0,US,L
2021.0,SE,FT,Data Scientist,103691.0,CA,100.0,CA,L
2021.0,EN,FT,Data Engineer,21637.0,IN,50.0,IN,M
2021.0,MI,FT,Research Scientist,63810.0,US,100.0,CA,M
2021.0,MI,FT,Data Architect,180000.0,US,100.0,US,L
2021.0,SE,FT,Data Analyst,200000.0,US,100.0,US,L
2021.0,SE,FT,Data Engineer,200000.0,US,100.0,US,L
2021.0,SE,FT,Machine Learning Engineer,256000.0,US,100.0,US,S
2021.0,MI,FT,Data Engineer,110000.0,US,100.0,US,L
2021.0,EN,FT,Data Engineer,72500.0,US,100.0,US,L
2021.0,SE,FT,Machine Learning Engineer,185000.0,US,50.0,US,L
2021.0,MI,PT,Data Engineer,69741.0,NL,100.0,NL,L
2021.0,EN,FT,Research Scientist,100000.0,JE,0.0,CN,L
2021.0,MI,FT,Data Engineer,112000.0,US,100.0,US,L
2021.0,SE,FT,Data Scientist,20171.0,TR,50.0,TR,L
2021.0,SE,FT,AI Scientist,55000.0,ES,100.0,ES,L
2021.0,EN,FT,Data Scientist,100000.0,US,100.0,US,M
2021.0,SE,FT,Data Scientist,77684.0,FR,50.0,FR,M
2021.0,EN,FT,Machine Learning Engineer,85000.0,NL,100.0,DE,S
2021.0,EN,FT,Data Scientist,76833.0,DE,0.0,DE,L
2021.0,SE,FT,Staff Data Scientist,105000.0,US,100.0,US,M
2021.0,EN,FT,Data Engineer,65013.0,DE,50.0,DE,M
2021.0,MI,FT,Data Engineer,28016.0,TR,100.0,TR,M
2021.0,MI,FT,Data Engineer,111775.0,US,0.0,US,M
2021.0,MI,FT,Data Engineer,93150.0,US,0.0,US,M
2021.0,SE,FT,Lead Data Engineer,160000.0,PR,0.0,US,S
2021.0,MI,FT,Data Scientist,25532.0,RS,100.0,DE,S
2024.0,SE,FT,Machine Learning Engineer,66265.0,IN,0.0,IN,L
2024.0,MI,FT,Data Scientist,16904.0,IN,100.0,IN,S
2021.0,SE,FT,Data Analyst,63831.0,DE,50.0,DE,L
2021.0,EX,FT,Data Scientist,141846.0,DE,0.0,DE,L
2021.0,EN,FT,Big Data Engineer,16228.0,IN,100.0,IN,M
2021.0,SE,FT,Data Analyst,71786.0,CA,100.0,CA,M
2021.0,SE,FT,Data Scientist,135000.0,US,0.0,US,L
2021.0,EN,FT,Machine Learning Engineer,24823.0,DE,50.0,DE,M
2021.0,SE,FT,Data Scientist,54094.0,IN,0.0,US,L
2021.0,SE,FT,Machine Learning Engineer,24342.0,IN,100.0,IN,L
2021.0,MI,FT,Data Scientist,147000.0,US,50.0,US,L
2021.0,SE,FT,Research Scientist,96113.0,CA,50.0,CA,L
2021.0,SE,FT,Data Scientist,174000.0,US,0.0,US,L
2024.0,EN,FT,Machine Learning Engineer,21844.0,CO,50.0,CO,M
2021.0,EX,FT,Data Scientist,69741.0,FR,100.0,ES,S
2024.0,SE,FT,Data Analytics Engineer,50000.0,VN,100.0,GB,M
2024.0,MI,FT,Data Engineer,26005.0,RO,0.0,Unknown,L
2021.0,MI,FT,Data Scientist,90734.0,DE,50.0,DE,L
2021.0,MI,FT,Big Data Engineer,22611.0,IN,0.0,Unknown,L
2021.0,EN,FT,Machine Learning Engineer,81000.0,US,50.0,US,S
2021.0,MI,FT,Data Scientist,160786.308902044,CL,100.0,CL,L
2021.0,MI,FT,Data Scientist,61467.0,DE,50.0,AT,M
2021.0,SE,FT,Machine Learning Infrastructure Engineer,195000.0,US,100.0,US,M
2021.0,MI,FT,Data Scientist,37825.0,ES,100.0,ES,L
2021.0,EX,CT,Principal Data Scientist,416000.0,US,100.0,Unknown,S
2024.0,SE,FT,Machine Learning Scientist,225000.0,US,100.0,CA,L
2021.0,Unknown,FT,Data Scientist,56256.0,GB,50.0,GB,L
2021.0,MI,FT,Data Scientist,33808.0,IN,0.0,Unknown,M
2021.0,MI,FT,Data Scientist,116914.0,GB,50.0,GB,L
2021.0,MI,FT,Machine Learning Engineer,46597.0,PL,100.0,PL,L
2021.0,MI,FT,Machine Learning Engineer,88654.0,BE,100.0,BE,M
2021.0,EN,PT,Computer Vision Engineer,28609.0,DK,50.0,DK,S
2021.0,MI,FT,Data Scientist,88654.0,DE,50.0,DE,L
2021.0,MI,FT,Data Engineer,160786.308902044,HK,50.0,GB,S
2021.0,MI,FT,Research Scientist,56738.0,FR,50.0,FR,S
2021.0,MI,FT,Machine Learning Engineer,24823.0,SI,50.0,SI,L
2021.0,SE,FT,Data Analytics Manager,120000.0,US,0.0,US,L
2021.0,MI,FT,Data Engineer,20000.0,IT,0.0,US,L
2021.0,SE,FT,Unknown,200000.0,US,100.0,US,L
2021.0,MI,FT,Data Scientist,160000.0,US,100.0,US,L
2021.0,SE,FT,Research Scientist,50000.0,FR,100.0,US,S
2021.0,MI,FT,Data Scientist,40189.0,GR,100.0,GR,M
2021.0,SE,FT,Data Engineer,165000.0,US,0.0,US,M
2021.0,SE,FT,Principal Data Engineer,185000.0,US,100.0,US,L
2021.0,SE,FT,Data Analytics Manager,140000.0,US,100.0,US,M
2021.0,SE,FT,Data Scientist,160786.308902044,CA,100.0,CA,S
2021.0,Unknown,FT,Finance Data Analyst,61896.0,GB,50.0,GB,L
2021.0,MI,FT,Machine Learning Engineer,74000.0,JP,50.0,JP,S
2024.0,SE,FT,Data Scientist,152000.0,US,100.0,FR,L
2021.0,MI,FT,Big Data Engineer,18000.0,MD,0.0,MD,S
2021.0,MI,FT,Data Scientist,130000.0,US,50.0,US,L
2021.0,SE,FT,Computer Vision Engineer,18907.0,BR,0.0,BR,M
2021.0,EN,FT,Business Data Analyst,59102.0,LU,100.0,LU,L
2021.0,SE,FT,Principal Data Scientist,173762.0,DE,100.0,DE,M
2021.0,EN,FT,AI Scientist,18053.0,US,100.0,AS,M
2021.0,MI,FT,Data Scientist,115000.0,US,50.0,US,L
2021.0,SE,FT,Principal Data Scientist,235000.0,US,100.0,US,L
2021.0,MI,FT,Lead Data Analyst,160786.308902044,IN,100.0,IN,L
2021.0,MI,FT,Data Analyst,75000.0,US,0.0,US,L
2021.0,MI,FT,Data Analyst,62000.0,US,0.0,US,L
2021.0,MI,FT,Data Scientist,73000.0,US,0.0,US,L
2021.0,MI,FT,Data Engineer,45391.0,NL,100.0,NL,L
2021.0,SE,FT,Data Scientist,168000.0,JP,0.0,JP,S
2021.0,MI,FT,Data Scientist,160786.308902044,SG,100.0,IL,M
2021.0,MI,FT,Applied Machine Learning Scientist,160786.308902044,US,50.0,US,L
2021.0,MI,FT,Data Engineer,28369.0,MT,50.0,MT,L
2021.0,SE,FT,Data Specialist,165000.0,US,100.0,US,L
2021.0,MI,FT,Principal Data Scientist,151000.0,US,100.0,US,L
2021.0,SE,FT,Data Scientist,94665.0,IN,50.0,IN,L
2022.0,EN,FT,Software Development Engineer,15129.0,RO,50.0,RO,L
2022.0,EX,FT,Head of Business Intelligence,105066.0,US,100.0,IE,L
2022.0,SE,FT,Computer Vision Engineer,60000.0,VN,100.0,AS,M
2022.0,MI,FT,AI Engineer,107093.0,IL,100.0,IL,L
2022.0,SE,FT,AI Architect,180000.0,HR,100.0,US,M
2022.0,SE,FT,BI Analyst,25804.0,BR,100.0,BR,M
2022.0,SE,FT,Admin & Data Analyst,60000.0,IN,100.0,IN,M
2022.0,EN,FT,AI Research Engineer,160786.308902044,GB,100.0,GB,L
2022.0,EN,FT,Machine Learning Scientist,80000.0,CA,50.0,US,S
2022.0,Unknown,CT,Applied Machine Learning Scientist,97712.0,IT,100.0,NL,L
2022.0,Unknown,FT,Research Engineer,16455.0,RU,100.0,Unknown,M
2022.0,Unknown,FT,Business Intelligence Developer,15000.0,GH,100.0,GH,M
2022.0,SE,FT,Data Scientist,190000.0,US,100.0,US,L
2022.0,MI,FT,Data Scientist,55410.0,FR,100.0,GB,M
2022.0,EN,FT,Research Engineer,41809.0,JP,50.0,JP,L
2022.0,MI,FT,Research Engineer,105066.0,GB,50.0,GB,S
2022.0,MI,FT,Machine Learning Engineer,20984.0,IN,0.0,IN,L
2022.0,EN,FT,Unknown,56536.0,CH,100.0,CH,S
2022.0,SE,FT,Data Scientist,88256.0,ES,100.0,GB,L
2022.0,SE,FT,AI Developer,275000.0,CA,0.0,CA,S
2022.0,EN,FT,Data Engineer,59888.0,NL,100.0,NL,L
2022.0,Unknown,FT,Data Scientist,73546.0,DE,100.0,DE,M
2022.0,SE,FT,Lead Data Scientist,172309.0,IE,100.0,IE,L
2022.0,SE,FT,BI Developer,130000.0,US,100.0,US,L
2022.0,EN,PT,Data Analyst,160786.308902044,US,100.0,US,S
2022.0,SE,FT,Lead Data Scientist,192000.0,US,100.0,US,L
2022.0,EN,FT,Data Scientist,168000.0,US,100.0,US,M
2022.0,Unknown,FT,Data Scientist,85000.0,US,0.0,US,M
2024.0,SE,FT,Machine Learning Software Engineer,375000.0,US,100.0,US,M
2022.0,EN,FT,Data Scientist,180000.0,US,100.0,US,M
2022.0,MI,FT,Research Scientist,23000.0,IN,100.0,IN,L
2024.0,MI,FT,Data Scientist,155000.0,US,100.0,US,L
2022.0,SE,FT,Machine Learning Engineer,84053.0,FR,50.0,FR,L
2022.0,EN,FT,Business Data Analyst,48000.0,US,50.0,US,L
2022.0,MI,FT,Unknown,15897.0,IN,100.0,IN,M
2022.0,MI,FT,Data Scientist,110000.0,US,100.0,US,L
2024.0,EN,PT,Data Analyst,25216.0,ES,100.0,US,L
2022.0,MI,FT,Business Data Analyst,18314.0,IN,50.0,IN,L
2022.0,EN,FT,Data Scientist,100000.0,US,0.0,US,M
2022.0,SE,FT,Data Analytics Manager,133000.0,NL,0.0,NL,L
2022.0,EN,FT,Data Scientist,130000.0,US,0.0,US,M
2022.0,SE,FT,Manager Data Management,125000.0,US,100.0,US,L
2022.0,SE,FT,Data Engineer,175000.0,US,0.0,US,M
2022.0,SE,FT,Data Engineer,155000.0,US,0.0,US,M
2022.0,SE,FT,Data Engineer,153600.0,US,0.0,US,M
2022.0,SE,FT,Data Engineer,106800.0,US,0.0,US,M
2022.0,SE,FT,Data Scientist,150000.0,US,0.0,US,M
2022.0,SE,FT,Data Scientist,140000.0,US,0.0,US,M
2022.0,SE,FT,Data Scientist,122000.0,US,0.0,US,M
2022.0,SE,FT,Data Scientist,94500.0,US,0.0,US,M
2022.0,SE,FT,Data Engineer,170000.0,US,0.0,US,M
2022.0,SE,FT,Data Engineer,130000.0,US,0.0,US,M
2024.0,SE,FT,Data Scientist,145000.0,US,0.0,US,M
2024.0,SE,FT,Data Scientist,128000.0,US,0.0,US,M
2022.0,SE,FT,Data Engineer,145000.0,US,0.0,US,M
2022.0,SE,FT,Data Engineer,100000.0,US,0.0,US,M
2022.0,SE,FT,Data Engineer,120000.0,US,0.0,US,M
2022.0,SE,FT,Data Engineer,160786.308902044,US,0.0,US,M
2022.0,SE,FT,Data Engineer,115000.0,US,0.0,US,M
2022.0,SE,FT,Applied Machine Learning Scientist,150000.0,US,100.0,US,M
2022.0,Unknown,FT,Data Analyst,160786.308902044,US,0.0,US,M
2024.0,MI,FT,Data Scientist,150000.0,US,100.0,US,M
2022.0,MI,FT,Unknown,127500.0,US,100.0,US,M
2022.0,SE,FT,Data Scientist,126500.0,US,100.0,US,M
2022.0,SE,FT,Data Scientist,51000.0,US,100.0,US,M
2022.0,MI,FT,Data Engineer,260000.0,US,0.0,US,M
2022.0,MI,FT,Data Engineer,175000.0,US,0.0,US,M
2022.0,EN,FT,Unknown,40000.0,US,100.0,PK,M
2022.0,EN,FT,AI Programmer,40000.0,PK,100.0,AU,M
2022.0,SE,FT,Data Engineer,250000.0,US,100.0,US,M
2022.0,SE,FT,Data Engineer,160786.308902044,US,100.0,US,M
2024.0,SE,FT,Machine Learning Engineer,210000.0,US,100.0,US,M
2022.0,SE,FT,Machine Learning Engineer,160000.0,US,100.0,US,M
2022.0,SE,FT,Data Scientist,272550.0,US,100.0,US,M
2022.0,SE,FT,Data Scientist,198200.0,US,100.0,US,M
2022.0,MI,FT,Data Scientist,94560.0,FR,100.0,FR,M
2022.0,MI,FT,Data Scientist,52533.0,FR,100.0,FR,M
2022.0,SE,FT,Data Scientist,220000.0,US,0.0,US,M
2022.0,SE,FT,Data Scientist,146000.0,US,0.0,US,M
2022.0,MI,FT,Data Analyst,150000.0,US,0.0,US,M
2022.0,MI,FT,Data Analyst,100000.0,US,0.0,US,M
2022.0,SE,FT,Machine Learning Software Engineer,248400.0,CA,100.0,CA,M
2022.0,SE,FT,Machine Learning Software Engineer,183600.0,CA,100.0,CA,M
2022.0,MI,FT,Data Engineer,150000.0,US,100.0,US,M
2022.0,EN,FT,Machine Learning Developer,40000.0,PK,100.0,AU,M
2024.0,SE,FT,Lead Data Scientist,56723.0,IN,0.0,IN,L
2022.0,MI,FT,Data Engineer,120000.0,US,0.0,US,M
2022.0,MI,FT,Data Engineer,95000.0,US,0.0,US,M
2022.0,EN,FT,Data Engineer,160000.0,US,0.0,US,M
2022.0,EN,FT,Data Engineer,135000.0,US,0.0,US,M
2022.0,EN,FT,Data Scientist,24165.0,IT,50.0,IT,M
2022.0,SE,FT,Data Engineer,216000.0,US,100.0,US,M
2022.0,SE,FT,Data Engineer,144000.0,US,100.0,US,M
2022.0,EN,FT,Data Engineer,85000.0,US,0.0,US,M
2022.0,EN,FT,Data Engineer,65000.0,US,0.0,US,M
2022.0,SE,FT,Data Analyst,149000.0,US,100.0,US,M
2022.0,SE,FT,Data Analyst,119000.0,US,100.0,US,M
2024.0,SE,FT,Data Scientist,120000.0,US,0.0,US,M
2022.0,MI,FT,Data Scientist,150000.0,US,0.0,US,M
2024.0,MI,FT,Data Scientist,110000.0,US,0.0,US,M
2022.0,SE,FT,Machine Learning Engineer,246000.0,US,100.0,US,M
2022.0,SE,FT,Machine Learning Engineer,201000.0,US,100.0,Unknown,M
2022.0,SE,FT,Data Scientist,190000.0,US,0.0,US,M
2022.0,SE,FT,Data Scientist,155000.0,US,0.0,US,M
2022.0,SE,FT,Machine Learning Engineer,235000.0,US,100.0,US,M
2022.0,SE,FT,Machine Learning Engineer,185000.0,US,100.0,US,M
2022.0,SE,FT,Cloud Database Engineer,190000.0,US,100.0,US,M
2022.0,SE,FT,Cloud Database Engineer,160000.0,US,100.0,US,M
2022.0,EN,FT,Product Data Analyst,100000.0,US,100.0,US,M
2024.0,MI,FT,Data Engineer,130000.0,US,0.0,US,M
2022.0,MI,FT,Data Engineer,115000.0,US,0.0,US,M
2022.0,MI,FT,Data Scientist,92350.0,GB,0.0,GB,M
2022.0,MI,FT,Data Scientist,67723.0,GB,0.0,GB,M
